idx,abund
0,0.039838695382433752
1,0.036692369050784365
2,0.035141363112647345
3,0.034875476380395287
4,0.032659753611628116
5,0.022334485509173094
6,0.021226624124789505
7,0.020428963928033325
8,0.017504209873260658
9,0.016307719578126385
10,0.015997518390498979
11,0.015820260568997609
12,0.013338651067978375
13,0.012806877603474253
14,0.012673934237348222
15,0.01032526810245502
16,0.0096605512718248698
17,0.0094389789949481523
18,0.0091730922626960913
19,0.0091730922626960913
20,0.0090401488965700608
21,0.0083754320659399101
22,0.0080652308783125057
23,0.0079766019675618187
24,0.0079322875121864752
25,0.0078436586014357882
26,0.0077993441460604447
27,0.0076220863245590716
28,0.0071346273154302932
29,0.0066914827616768591
30,0.0065585393955508286
31,0.0065142249401754851
32,0.0061153948417973945
33,0.005982451475671364
34,0.005893822564920677
35,0.00580519365416999
36,0.0055836213772932734
37,0.0054949924665425864
38,0.0054506780111672429
39,0.0054063635557918995
40,0.005184791278915182
41,0.005184791278915182
42,0.0051404768235398385
43,0.0049632190020384654
44,0.0049632190020384654
45,0.0048302756359124349
46,0.0047416467251617479
47,0.0046973322697864044
48,0.0046973322697864044
49,0.0046087033590357174
50,0.0045643889036603739
51,0.0044314455375343434
52,0.0042098732606576268
53,0.0041655588052822833
54,0.0041212443499069398
55,0.0040769298945315963
56,0.0039883009837809093
57,0.0039883009837809093
58,0.0038110431622795358
59,0.0037224142515288488
60,0.0037224142515288488
61,0.0036780997961535053
62,0.0036780997961535053
63,0.0035008419746521313
64,0.0034122130639014448
65,0.0031906407870247273
66,0.0031463263316493842
67,0.0031463263316493842
68,0.0031463263316493842
69,0.0031463263316493842
70,0.0030576974208986973
71,0.0030576974208986973
72,0.0030576974208986973
73,0.0029690685101480103
74,0.0029247540547726668
75,0.0029247540547726668
76,0.0028804395993973233
77,0.0028804395993973233
78,0.0028804395993973233
79,0.0028361251440219798
80,0.0027918106886466367
81,0.0027918106886466367
82,0.0027031817778959497
83,0.0027031817778959497
84,0.0026588673225206062
85,0.0026145528671452627
86,0.0026145528671452627
87,0.0026145528671452627
88,0.0026145528671452627
89,0.0026145528671452627
90,0.0026145528671452627
91,0.0025259239563945757
92,0.0025259239563945757
93,0.0025259239563945757
94,0.0025259239563945757
95,0.0025259239563945757
96,0.0024816095010192327
97,0.0024816095010192327
98,0.0024372950456438892
99,0.0024372950456438892
100,0.0024372950456438892
101,0.0023929805902685457
102,0.0023486661348932022
103,0.0023486661348932022
104,0.0023043516795178587
105,0.0022600372241425152
106,0.0022600372241425152
107,0.0022600372241425152
108,0.0022157227687671717
109,0.0021714083133918282
110,0.0021714083133918282
111,0.0021714083133918282
112,0.0021714083133918282
113,0.0021714083133918282
114,0.0021270938580164852
115,0.0020827794026411417
116,0.0020384649472657982
117,0.0020384649472657982
118,0.0020384649472657982
119,0.0019941504918904547
120,0.0019941504918904547
121,0.0019498360365151112
122,0.0019498360365151112
123,0.0019498360365151112
124,0.0019498360365151112
125,0.0019498360365151112
126,0.0019055215811397679
127,0.0018612071257644244
128,0.0018612071257644244
129,0.0018612071257644244
130,0.0018612071257644244
131,0.0018612071257644244
132,0.0018612071257644244
133,0.0018168926703890809
134,0.0018168926703890809
135,0.0017725782150137374
136,0.0017725782150137374
137,0.0017725782150137374
138,0.0017282637596383941
139,0.0017282637596383941
140,0.0017282637596383941
141,0.0016839493042630506
142,0.0016839493042630506
143,0.0016396348488877071
144,0.0016396348488877071
145,0.0015953203935123637
146,0.0015953203935123637
147,0.0015510059381370204
148,0.0015510059381370204
149,0.0015510059381370204
150,0.0015510059381370204
151,0.0015066914827616769
152,0.0015066914827616769
153,0.0015066914827616769
154,0.0015066914827616769
155,0.0015066914827616769
156,0.0015066914827616769
157,0.0015066914827616769
158,0.0014623770273863334
159,0.0014623770273863334
160,0.0014623770273863334
161,0.0014180625720109899
162,0.0013737481166356466
163,0.0013737481166356466
164,0.0013737481166356466
165,0.0013294336612603031
166,0.0013294336612603031
167,0.0013294336612603031
168,0.0013294336612603031
169,0.0012851192058849596
170,0.0012408047505096163
171,0.0011521758397589294
172,0.0011521758397589294
173,0.0011521758397589294
174,0.0011521758397589294
175,0.0011078613843835859
176,0.0011078613843835859
177,0.0011078613843835859
178,0.0011078613843835859
179,0.0011078613843835859
180,0.0011078613843835859
181,0.0010635469290082426
182,0.0010635469290082426
183,0.0010635469290082426
184,0.0010635469290082426
185,0.0010635469290082426
186,0.0010192324736328991
187,0.0010192324736328991
188,0.0010192324736328991
189,0.0010192324736328991
190,0.00097491801825755559
191,0.00097491801825755559
192,0.00097491801825755559
193,0.00097491801825755559
194,0.0009306035628822122
195,0.0009306035628822122
196,0.0009306035628822122
197,0.0009306035628822122
198,0.0009306035628822122
199,0.0009306035628822122
200,0.0009306035628822122
201,0.00088628910750686871
202,0.00088628910750686871
203,0.00088628910750686871
204,0.00084197465213152532
205,0.00084197465213152532
206,0.00084197465213152532
207,0.00084197465213152532
208,0.00084197465213152532
209,0.00084197465213152532
210,0.00084197465213152532
211,0.00084197465213152532
212,0.00079766019675618183
213,0.00079766019675618183
214,0.00079766019675618183
215,0.00079766019675618183
216,0.00079766019675618183
217,0.00079766019675618183
218,0.00079766019675618183
219,0.00079766019675618183
220,0.00075334574138083844
221,0.00075334574138083844
222,0.00075334574138083844
223,0.00075334574138083844
224,0.00070903128600549494
225,0.00070903128600549494
226,0.00070903128600549494
227,0.00070903128600549494
228,0.00070903128600549494
229,0.00070903128600549494
230,0.00066471683063015156
231,0.00066471683063015156
232,0.00066471683063015156
233,0.00066471683063015156
234,0.00066471683063015156
235,0.00066471683063015156
236,0.00066471683063015156
237,0.00062040237525480817
238,0.00062040237525480817
239,0.00062040237525480817
240,0.00062040237525480817
241,0.00062040237525480817
242,0.00062040237525480817
243,0.00062040237525480817
244,0.00062040237525480817
245,0.00062040237525480817
246,0.00057608791987946468
247,0.00057608791987946468
248,0.00057608791987946468
249,0.00057608791987946468
250,0.00057608791987946468
251,0.00057608791987946468
252,0.00057608791987946468
253,0.00057608791987946468
254,0.00057608791987946468
255,0.00057608791987946468
256,0.00057608791987946468
257,0.00057608791987946468
258,0.00057608791987946468
259,0.00053177346450412129
260,0.00053177346450412129
261,0.00053177346450412129
262,0.00053177346450412129
263,0.00053177346450412129
264,0.00053177346450412129
265,0.00048745900912877779
266,0.00048745900912877779
267,0.00048745900912877779
268,0.00048745900912877779
269,0.00048745900912877779
270,0.00048745900912877779
271,0.00048745900912877779
272,0.00048745900912877779
273,0.00048745900912877779
274,0.00048745900912877779
275,0.00044314455375343435
276,0.00044314455375343435
277,0.00044314455375343435
278,0.00044314455375343435
279,0.00044314455375343435
280,0.00044314455375343435
281,0.00044314455375343435
282,0.00044314455375343435
283,0.00044314455375343435
284,0.00044314455375343435
285,0.00044314455375343435
286,0.00044314455375343435
287,0.00044314455375343435
288,0.00044314455375343435
289,0.00044314455375343435
290,0.00044314455375343435
291,0.00044314455375343435
292,0.00044314455375343435
293,0.00044314455375343435
294,0.00039883009837809091
295,0.00039883009837809091
296,0.00039883009837809091
297,0.00039883009837809091
298,0.00039883009837809091
299,0.00039883009837809091
300,0.00039883009837809091
301,0.00039883009837809091
302,0.00039883009837809091
303,0.00039883009837809091
304,0.00039883009837809091
305,0.00039883009837809091
306,0.00039883009837809091
307,0.00039883009837809091
308,0.00039883009837809091
309,0.00035451564300274747
310,0.00035451564300274747
311,0.00035451564300274747
312,0.00035451564300274747
313,0.00035451564300274747
314,0.00035451564300274747
315,0.00035451564300274747
316,0.00035451564300274747
317,0.00035451564300274747
318,0.00035451564300274747
319,0.00035451564300274747
320,0.00035451564300274747
321,0.00035451564300274747
322,0.00035451564300274747
323,0.00035451564300274747
324,0.00035451564300274747
