sample_id,axis,coordinate
B0,0,0.0061435954303635971
B0,1,1.5458203636708714
B0,2,-1.1360913606752188
B1,0,-2.2053042589805014
B1,1,-0.34090489123905515
B1,2,-2.0157447499861876
B2,0,-0.005768235246952671
B2,1,2.0017835906807826
B2,2,-0.72099288563084807
B3,0,-1.6345637968267999
B3,1,-1.2237626494769107
B3,2,0.35758789809991132
B4,0,-1.4948198424755441
B4,1,3.2044095623381503
B4,2,-1.3047623667126746
B5,0,1.6310153943941155
B5,1,1.6663983419392732
B5,2,2.0996719771277612
X0,0,-0.82636200102623936
X0,1,1.1798555630171284
X0,2,-0.79522262028171986
X1,0,-2.4306274558223668
X1,1,2.2508732010150028
X1,2,-2.9325715143261233
X2,0,0.03923612382658135
X2,1,1.8964093147668104
X2,2,1.3565236245378989
X3,0,-3.0686374504729743
X3,1,-1.7000144789604406
X3,2,-0.57908522549568109
