"node_index","name","branch_length","parent_index"
1,"t36",0.890350222121924,55
2,"t14",0.914438186911866,55
3,"t17",0.608734982321039,54
4,"t43",0.301228899974376,58
5,"t39",0.0607205715496093,58
6,"t12",0.947726940037683,57
7,"t15",0.549284656066447,60
8,"t32",0.95409123855643,60
9,"t42",0.319820617092773,63
10,"t7",0.219767631264403,64
11,"t9",0.369488865835592,64
12,"t10",0.0910439998842776,66
13,"t23",0.141906907781959,66
14,"t27",0.690007101511583,65
15,"t41",0.619256483390927,61
16,"t37",0.521135725779459,69
17,"t47",0.786281551700085,71
18,"t25",0.979821917368099,71
19,"t2",0.31170220207423,72
20,"t29",0.0104671118315309,73
21,"t5",0.18384952400811,73
22,"t8",0.0766911653336138,76
23,"t45",0.73213520552963,77
24,"t13",0.847453165100887,77
25,"t18",0.387909029843286,78
26,"t1",0.246448994148523,78
27,"t6",0.389994435245171,79
28,"t21",0.216892762808129,80
29,"t44",0.44476800202392,80
30,"t40",0.502299563260749,81
31,"t22",0.353904571849853,81
32,"t16",0.221102937823161,86
33,"t24",0.41274611861445,86
34,"t11",0.265686686849222,85
35,"t31",0.183828490786254,87
36,"t26",0.86364411143586,87
37,"t20",0.618017873261124,89
38,"t50",0.372238060226664,89
39,"t33",0.874682342866436,90
40,"t49",0.581750099780038,90
41,"t34",0.265017806086689,93
42,"t28",0.594343194039539,93
43,"t46",0.26503273146227,94
44,"t4",0.901874389499426,96
45,"t30",0.274166621500626,96
46,"t48",0.985640884377062,97
47,"t19",0.619993310188875,97
48,"t3",0.466532702324912,98
49,"t38",0.659230324206874,99
50,"t35",0.152346616843715,99
51,"A1",,
52,"A2",0.332823540316895,51
53,"A3",0.488613033667207,52
54,"A4",0.954473827499896,53
55,"A5",0.4829023971688,54
56,"A6",0.410689776530489,53
57,"A7",0.147094690939412,56
58,"A8",0.935299803270027,57
59,"A9",0.720596273429692,56
60,"A10",0.142294295597821,59
61,"A11",0.585483353119344,59
62,"A12",0.404510281747207,61
63,"A13",0.64789347932674,62
64,"A14",0.307720010867342,63
65,"A15",0.984219203470275,62
66,"A16",0.154202300822362,65
67,"A17",0.891394117148593,52
68,"A18",0.672999092610553,67
69,"A19",0.737077737925574,68
70,"A20",0.65983844967559,69
71,"A21",0.821805460145697,70
72,"A22",0.439431536244228,70
73,"A23",0.409474952612072,72
74,"A24",0.842729318886995,68
75,"A25",0.231161782052368,74
76,"A26",0.239099955651909,75
77,"A27",0.245723678031936,76
78,"A28",0.497527267085388,75
79,"A29",0.111096461303532,74
80,"A30",0.571935313986614,79
81,"A31",0.21799066872336,67
82,"A32",0.64998515881598,51
83,"A33",0.374713956611231,82
84,"A34",0.355445380788296,83
85,"A35",0.533687945455313,84
86,"A36",0.740334360394627,85
87,"A37",0.629973053466529,84
88,"A38",0.746568004135042,83
89,"A39",0.668284649727866,88
90,"A40",0.529835685854778,88
91,"A41",0.839767764788121,82
92,"A42",0.312448164913803,91
93,"A43",0.70829032221809,92
94,"A44",0.481289800489321,92
95,"A45",0.564590434776619,94
96,"A46",0.913188223028556,95
97,"A47",0.321482756407931,95
98,"A48",0.937314089154825,91
99,"A49",0.406832593260333,98
